LCSC Part,First Category,Second Category,MFR.Part,Package,Solder Joint,Manufacturer,Library Type,Description,Datasheet,Price,Stock
C25077,Resistors,Chip Resistor - Surface Mount,0402WGF100JTCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇200ppm/亷-55乣+155亷10兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF100JTCE_C25077.pdf,"20-180:0.000492308,200-580:0.000381538,600-1980:0.000323077,2000-9980:0.000296923,10000-19980:0.000261538,20000-:0.000249231",579002
C25079,Resistors,Chip Resistor - Surface Mount,0402WGF1200TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷120兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF1200TCE_C25079.pdf,"20-180:0.000620000,200-580:0.000489231,600-1980:0.000420000,2000-9980:0.000389231,10000-19980:0.000346154,20000-:0.000332308",63461
C25082,Resistors,Chip Resistor - Surface Mount,0402WGF1500TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷150兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF1500TCE_C25082.pdf,"20-180:0.000583077,200-580:0.000456923,600-1980:0.000390769,2000-9980:0.000361538,10000-19980:0.000321538,20000-:0.000307692",243569
C25086,Resistors,Chip Resistor - Surface Mount,0402WGF100KTCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇200ppm/亷-55乣+155亷1兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF100KTCE_C25086.pdf,"20-180:0.000884615,200-580:0.000726154,600-1980:0.000641538,2000-9980:0.000603077,10000-19980:0.000552308,20000-:0.000535385",170122
C25087,Resistors,Chip Resistor - Surface Mount,0402WGF2000TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷200兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF2000TCE_C25087.pdf,"20-180:0.000747692,200-580:0.000612308,600-1980:0.000541538,2000-9980:0.000509231,10000-19980:0.000467692,20000-:0.000452308",312549
C25091,Resistors,Chip Resistor - Surface Mount,0402WGF2200TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷220兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF2200TCE_C25091.pdf,"20-180:0.000532308,200-580:0.000412308,600-1980:0.000349231,2000-9980:0.000320000,10000-19980:0.000281538,20000-:0.000269231",419913
C25092,Resistors,Chip Resistor - Surface Mount,0402WGF220JTCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇200ppm/亷-55乣+155亷22兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF220JTCE_C25092.pdf,"20-180:0.000658462,200-580:0.000529231,600-1980:0.000460000,2000-9980:0.000429231,10000-19980:0.000389231,20000-:0.000373846",1018816
C25102,Resistors,Chip Resistor - Surface Mount,0402WGF3000TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷300兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF3000TCE_C25102.pdf,"20-180:0.000692308,200-580:0.000567692,600-1980:0.000501538,2000-9980:0.000472308,10000-19980:0.000432308,20000-:0.000418462",193020
C25104,Resistors,Chip Resistor - Surface Mount,0402WGF3300TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷330兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF3300TCE_C25104.pdf,"20-180:0.000735385,200-580:0.000603077,600-1980:0.000533846,2000-9980:0.000501538,10000-19980:0.000460000,20000-:0.000444615",458200
C25105,Resistors,Chip Resistor - Surface Mount,0402WGF330JTCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷33兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF330JTCE_C25105.pdf,"20-180:0.000583077,200-580:0.000449231,600-1980:0.000380000,2000-9980:0.000347692,10000-19980:0.000306154,20000-:0.000290769",1227836
C25117,Resistors,Chip Resistor - Surface Mount,0402WGF4700TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷470兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF4700TCE_C25117.pdf,"20-180:0.000495385,200-580:0.000386154,600-1980:0.000327692,2000-9980:0.000301538,10000-19980:0.000266154,20000-:0.000255385",379326
C25118,Resistors,Chip Resistor - Surface Mount,0402WGF470JTCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇200ppm/亷-55乣+155亷47兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF470JTCE_C25118.pdf,"20-180:0.000598462,200-580:0.000469231,600-1980:0.000401538,2000-9980:0.000370769,10000-19980:0.000329231,20000-:0.000315385",448020
C25120,Resistors,Chip Resistor - Surface Mount,0402WGF499JTCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷49.9兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF499JTCE_C25120.pdf,"20-180:0.000504615,200-580:0.000392308,600-1980:0.000332308,2000-9980:0.000304615,10000-19980:0.000267692,20000-:0.000255385",596324
C25123,Resistors,Chip Resistor - Surface Mount,0402WGF5100TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷510兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF5100TCE_C25123.pdf,"20-180:0.000560000,200-580:0.000436923,600-1980:0.000372308,2000-9980:0.000341538,10000-19980:0.000303077,20000-:0.000289231",58911
C25125,Resistors,Chip Resistor - Surface Mount,0402WGF510JTCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷51兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF510JTCE_C25125.pdf,"20-180:0.000730769,200-580:0.000598462,600-1980:0.000529231,2000-9980:0.000498462,10000-19980:0.000456923,20000-:0.000443077",93653
C25130,Resistors,Chip Resistor - Surface Mount,0402WGF6800TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷680兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF6800TCE_C25130.pdf,"20-180:0.000613846,200-580:0.000487692,600-1980:0.000421538,2000-9980:0.000390769,10000-19980:0.000350769,20000-:0.000336923",47522
C25133,Resistors,Chip Resistor - Surface Mount,0402WGF750JTCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷75兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-0402WGF750JTCE_C25133.pdf,"20-180:0.000743077,200-580:0.000609231,600-1980:0.000538462,2000-9980:0.000506154,10000-19980:0.000464615,20000-:0.000449231",71265
C25190,Resistors,Chip Resistor - Surface Mount,0603WAF270JT5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇200ppm/亷-55乣+155亷27兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0603WAF270JT5E_C25190.pdf,"20-180:0.001163077,200-580:0.000912308,600-1980:0.000780000,2000-9980:0.000720000,10000-19980:0.000640000,20000-:0.000613846",55768
C25194,Resistors,Chip Resistor - Surface Mount,0603WAF3600T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷360兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0603WAF3600T5E_C25194.pdf,"20-180:0.001147692,200-580:0.000900000,600-1980:0.000769231,2000-9980:0.000710769,10000-19980:0.000632308,20000-:0.000604615",145788
C25196,Resistors,Chip Resistor - Surface Mount,0603WAF560JT5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇200ppm/亷-55乣+155亷56兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0603WAF560JT5E_C25196.pdf,"20-180:0.001120000,200-580:0.000873846,600-1980:0.000744615,2000-9980:0.000684615,10000-19980:0.000606154,20000-:0.000580000",17485
C25197,Resistors,Chip Resistor - Surface Mount,0603WAF510KT5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇200ppm/亷-55乣+155亷5.1兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0603WAF510KT5E_C25197.pdf,"20-180:0.001784615,200-580:0.001458462,600-1980:0.001289231,2000-9980:0.001212308,10000-19980:0.001110769,20000-:0.001076923",122353
C25270,Resistors,Chip Resistor - Surface Mount,0805W8F1800T5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,1/8W Thick Film Resistors 150V 亇1% 亇100ppm/亷-55乣+155亷180兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0805W8F1800T5E_C25270.pdf,"20-180:0.002430769,200-580:0.001969231,600-1980:0.001723077,2000-9980:0.001615385,10000-19980:0.001469231,20000-:0.001420000",140415
C25271,Resistors,Chip Resistor - Surface Mount,0805W8F100KT5E,805,2,UNI-ROYAL(Uniroyal Elec),Basic,125mW Thick Film Resistors 150V 亇1% 亇400ppm/亷-55乣+155亷1兌 0805  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311845_UNI-ROYAL-Uniroyal-Elec-0805W8F100KT5E_C25271.pdf,"20-180:0.002738462,200-580:0.002138462,600-1980:0.001830769,2000-9980:0.001692308,10000-19980:0.001495385,20000-:0.001430769",109569
C25334,Resistors,Chip Resistor - Surface Mount,1206W4F100LT5E,1206,2,UNI-ROYAL(Uniroyal Elec),Basic,250mW Thick Film Resistors 200V 亇1% 亇800ppm/亷-55乣+155亷100m兌 1206  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2205311900_UNI-ROYAL-Uniroyal-Elec-1206W4F100LT5E_C25334.pdf,"15-135:0.008076923,150-435:0.006353846,450-1485:0.005384615,1500-7485:0.004815385,7500-14985:0.004307692,15000-:0.004046154",49234
C25510,Resistors,Resistor Networks & Arrays,4D03WGJ0471T5E,0603_x4,8,UNI-ROYAL(Uniroyal Elec),Basic,4 8 亇5% 470兌 1/16W 亇200ppm/亷1206  Resistor Networks & Arrays ROHS,https://datasheet.lcsc.com/lcsc/1809301140_UNI-ROYAL-Uniroyal-Elec-4D03WGJ0471T5E_C25510.pdf,"1-9:0.007984615,10-29:0.006738462,30-99:0.006046154,100-499:0.005630769,500-999:0.005276923,1000-:0.005076923",34337
C25725,Resistors,Resistor Networks & Arrays,4D02WGJ0103TCE,0402_x4,8,UNI-ROYAL(Uniroyal Elec),Basic,"4 8 亇5% 10k兌 1/16W 亇200ppm/亷SMD,2x1mm  Resistor Networks & Arrays ROHS",https://datasheet.lcsc.com/lcsc/1810170420_UNI-ROYAL-Uniroyal-Elec-4D02WGJ0103TCE_C25725.pdf,"20-180:0.005215385,200-580:0.004230769,600-1980:0.003676923,2000-9980:0.003353846,10000-19980:0.003061538,20000-:0.002907692",85216
C25741,Resistors,Chip Resistor - Surface Mount,0402WGF1003TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷100k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1003TCE_C25741.pdf,"20-180:0.000469231,200-580:0.000360000,600-1980:0.000303077,2000-9980:0.000275385,10000-19980:0.000241538,20000-:0.000229231",1740541
C25744,Resistors,Chip Resistor - Surface Mount,0402WGF1002TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷10k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1002TCE_C25744.pdf,"20-180:0.000549231,200-580:0.000447692,600-1980:0.000375385,2000-9980:0.000313846,10000-19980:0.000304615,20000-:0.000300000",3242574
C25750,Resistors,Chip Resistor - Surface Mount,0402WGF1203TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷120k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1203TCE_C25750.pdf,"20-180:0.000530769,200-580:0.000415385,600-1980:0.000355385,2000-9980:0.000327692,10000-19980:0.000292308,20000-:0.000280000",46911
C25752,Resistors,Chip Resistor - Surface Mount,0402WGF1202TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷12k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1202TCE_C25752.pdf,"20-180:0.000541538,200-580:0.000424615,600-1980:0.000363077,2000-9980:0.000335385,10000-19980:0.000298462,20000-:0.000286154",125722
C25755,Resistors,Chip Resistor - Surface Mount,0402WGF1503TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷150k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1503TCE_C25755.pdf,"20-180:0.000592308,200-580:0.000464615,600-1980:0.000398462,2000-9980:0.000367692,10000-19980:0.000326154,20000-:0.000312308",185782
C25756,Resistors,Chip Resistor - Surface Mount,0402WGF1502TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷15k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1502TCE_C25756.pdf,"20-180:0.000524615,200-580:0.000406154,600-1980:0.000344615,2000-9980:0.000315385,10000-19980:0.000278462,20000-:0.000266154",302735
C25762,Resistors,Chip Resistor - Surface Mount,0402WGF1802TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷18k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF1802TCE_C25762.pdf,"20-180:0.000450769,200-580:0.000341538,600-1980:0.000283077,2000-9980:0.000256923,10000-19980:0.000223077,20000-:0.000210769",55059
C25764,Resistors,Chip Resistor - Surface Mount,0402WGF2003TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷200k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2003TCE_C25764.pdf,"20-180:0.000506154,200-580:0.000393846,600-1980:0.000335385,2000-9980:0.000309231,10000-19980:0.000273846,20000-:0.000261538",122315
C25765,Resistors,Chip Resistor - Surface Mount,0402WGF2002TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷20k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2002TCE_C25765.pdf,"20-180:0.000556923,200-580:0.000435385,600-1980:0.000370769,2000-9980:0.000341538,10000-19980:0.000301538,20000-:0.000289231",178230
C25767,Resistors,Chip Resistor - Surface Mount,0402WGF2203TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷220k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2203TCE_C25767.pdf,"20-180:0.000458462,200-580:0.000347692,600-1980:0.000289231,2000-9980:0.000261538,10000-19980:0.000226154,20000-:0.000215385",79858
C25768,Resistors,Chip Resistor - Surface Mount,0402WGF2202TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷22k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2202TCE_C25768.pdf,"20-180:0.000467692,200-580:0.000353846,600-1980:0.000293846,2000-9980:0.000267692,10000-19980:0.000230769,20000-:0.000218462",74989
C25769,Resistors,Chip Resistor - Surface Mount,0402WGF2402TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷24k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2402TCE_C25769.pdf,"20-180:0.000601538,200-580:0.000469231,600-1980:0.000400000,2000-9980:0.000369231,10000-19980:0.000327692,20000-:0.000312308",33748
C25771,Resistors,Chip Resistor - Surface Mount,0402WGF2702TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷27k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF2702TCE_C25771.pdf,"20-180:0.000566154,200-580:0.000444615,600-1980:0.000380000,2000-9980:0.000350769,10000-19980:0.000312308,20000-:0.000298462",183223
C25774,Resistors,Chip Resistor - Surface Mount,0402WGF3003TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷300k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3003TCE_C25774.pdf,"20-180:0.000495385,200-580:0.000375385,600-1980:0.000312308,2000-9980:0.000283077,10000-19980:0.000244615,20000-:0.000232308",104361
C25778,Resistors,Chip Resistor - Surface Mount,0402WGF3303TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷330k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3303TCE_C25778.pdf,"20-180:0.000450769,200-580:0.000341538,600-1980:0.000284615,2000-9980:0.000258462,10000-19980:0.000223077,20000-:0.000212308",117861
C25779,Resistors,Chip Resistor - Surface Mount,0402WGF3302TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷33k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3302TCE_C25779.pdf,"20-180:0.000720000,200-580:0.000590769,600-1980:0.000523077,2000-9980:0.000492308,10000-19980:0.000450769,20000-:0.000436923",228020
C25783,Resistors,Chip Resistor - Surface Mount,0402WGF3902TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷39k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF3902TCE_C25783.pdf,"20-180:0.000464615,200-580:0.000352308,600-1980:0.000292308,2000-9980:0.000266154,10000-19980:0.000229231,20000-:0.000218462",57026
C25790,Resistors,Chip Resistor - Surface Mount,0402WGF4703TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷470k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF4703TCE_C25790.pdf,"20-180:0.000656923,200-580:0.000524615,600-1980:0.000455385,2000-9980:0.000423077,10000-19980:0.000381538,20000-:0.000367692",26276
C25792,Resistors,Chip Resistor - Surface Mount,0402WGF4702TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷47k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF4702TCE_C25792.pdf,"20-180:0.000704615,200-580:0.000573846,600-1980:0.000504615,2000-9980:0.000473846,10000-19980:0.000432308,20000-:0.000418462",285524
C25794,Resistors,Chip Resistor - Surface Mount,0402WGF5102TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷51k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF5102TCE_C25794.pdf,"20-180:0.000524615,200-580:0.000410769,600-1980:0.000352308,2000-9980:0.000324615,10000-19980:0.000289231,20000-:0.000276923",90324
C25796,Resistors,Chip Resistor - Surface Mount,0402WGF5602TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷56k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010100_UNI-ROYAL-Uniroyal-Elec-0402WGF5602TCE_C25796.pdf,"20-180:0.000656923,200-580:0.000538462,600-1980:0.000476923,2000-9980:0.000447692,10000-19980:0.000410769,20000-:0.000396923",67932
C25798,Resistors,Chip Resistor - Surface Mount,0402WGF7502TCE,402,2,UNI-ROYAL(Uniroyal Elec),Basic,1/16W Thick Film Resistors 50V 亇1% 亇100ppm/亷-55乣+155亷75k兌 0402  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0402WGF7502TCE_C25798.pdf,"20-180:0.000595385,200-580:0.000466154,600-1980:0.000398462,2000-9980:0.000367692,10000-19980:0.000327692,20000-:0.000313846",74879
C25803,Resistors,Chip Resistor - Surface Mount,0603WAF1003T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷100k兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1003T5E_C25803.pdf,"20-180:0.001047692,200-580:0.000852308,600-1980:0.000712308,2000-9980:0.000595385,10000-19980:0.000575385,20000-:0.000564615",1441313
C25804,Resistors,Chip Resistor - Surface Mount,0603WAF1002T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷10k兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf,"20-180:0.000867692,200-580:0.000666154,600-1980:0.000567692,2000-9980:0.000510769,10000-19980:0.000466154,20000-:0.000449231",16146104
C25805,Resistors,Chip Resistor - Surface Mount,0603WAF1103T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷110k兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1103T5E_C25805.pdf,"20-180:0.001220000,200-580:0.000956923,600-1980:0.000818462,2000-9980:0.000755385,10000-19980:0.000672308,20000-:0.000643077",72611
C25808,Resistors,Chip Resistor - Surface Mount,0603WAF1203T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷120k兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1203T5E_C25808.pdf,"20-180:0.001164615,200-580:0.000912308,600-1980:0.000778462,2000-9980:0.000716923,10000-19980:0.000636923,20000-:0.000609231",116420
C25810,Resistors,Chip Resistor - Surface Mount,0603WAF1802T5E,603,2,UNI-ROYAL(Uniroyal Elec),Basic,1/10W Thick Film Resistors 75V 亇1% 亇100ppm/亷-55乣+155亷18k兌 0603  Chip Resistor - Surface Mount ROHS,https://datasheet.lcsc.com/lcsc/2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1802T5E_C25810.pdf,"20-180:0.001126154,200-580:0.000883077,600-1980:0.000755385,2000-9980:0.000696923,10000-19980:0.000620000,20000-:0.000593846",424517
